%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%	
%	Nome: Jhordan Abdalla Arrojo Martinez	
%	Nome: Stevan Mosquetti Ribeiro
%				
%											Perfil de Compatibilidade de Belinda
%	
%		Base de dados de rede social para classificar o nível de compatbilidade entre usuários baseado nos atributos abaixo:
%
% ATRIBUTO: sexo 			(nominal). 	Femino,Masculino.
% ATRIBUTO: popularidade 	(nominal). 	Alta,Acima-da-Media,Media,Abaixo-da-Media,Baixa.
% ATRIBUTO: signo 			(nominal). 	Aries,Touro,Gemeos,Cancer,Leao,Virgem,Libra,Escorpiao,Sagitario,Capricornio,Aquario,Peixes.
% ATRIBUTO: etnia 			(nominal). 	Caucasiano,Afrodescendente,Pardo,Mulato,Asiatico.
% ATRIBUTO: corDosOlhos 	(nominal). 	Azul-Claro,Azul-Escuro,Azul-Medio,Verde-claro,Verde-Escuro,Verde-Medio,Castanho-Claro,Castanho-Medio,Castanho-Escuro,Preto.
% ATRIBUTO: corDoCabelo 	(nominal). 	Loiro-Claro,Loiro-Escuro,Loiro-Medio,Ruivo-claro,Ruivo-Escuro,Ruivo-Medio,Castanho-Claro,Castanho-Medio,Castanho-Escuro,Preto,Branco,Grisalho.
% ATRIBUTO: biotipo 		(nominal)	Endomorfo,Ectomorfo,Mesomorfo.
% ATRIBUTO:	tipoFisico 		(nominal)	Gordo,Magro,Atletico,Bombado,Raquitico,Obeso.
% ATRIBUTO: classe 			(classe) 	Compativel,Incompativel,Quase-Compativel,Quase-Incompativel.
%
% EXEMPLO: Ashton Kutcher
%			popularidade: Alta
%			signo: Aquario
%			etnia: Caucasiano
%			corDosOlhos: Castanho-Escuro
%			corDoCabelo: Castanho-Escuro
%			biotipo: Ectomorfo
%			tipoFisico: Atletico
%			classe: Compativel
%
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

@RELATION perfil

@ATTRIBUTE sexo 			{Femino,Masculino}
@ATTRIBUTE popularidade		{Alta,Acima-da-Media,Media,Abaixo-da-Media,Baixa}
@ATTRIBUTE signo 			{Aries,Touro,Gemeos,Cancer,Leao,Virgem,Libra,Escorpiao,Sagitario,Capricornio,Aquario,Peixes}
@ATTRIBUTE etnia 			{Caucasiano,Afrodescendente,Pardo,Mulato,Asiatico}
@ATTRIBUTE corDosOlhos 		{Azul-Claro,Azul-Escuro,Azul-Medio,Verde-claro,Verde-Escuro,Verde-Medio,Castanho-Claro,Castanho-Medio,Castanho-Escuro,Preto}
@ATTRIBUTE corDoCabelo 		{Loiro-Claro,Loiro-Escuro,Loiro-Medio,Ruivo-claro,Ruivo-Escuro,Ruivo-Medio,Castanho-Claro,Castanho-Medio,Castanho-Escuro,Preto,Branco,Grisalho}
@ATTRIBUTE biotipo 			{Endomorfo,Ectomorfo,Mesomorfo}
@ATTRIBUTE tipoFisico 		{Gordo,Magro,Atletico,Bombado,Raquitico,Obeso}
@ATTRIBUTE classe			{Compativel,Incompativel,Quase-Compativel,Quase-Incompativel}

@DATA
Masculino,Abaixo-da-Media,Capricornio,Mulato,Preto,Castanho-Claro,Endomorfo,Bombado,Incompativel
Masculino,Media,Capricornio,Pardo,Verde-Escuro,Castanho-Medio,Endomorfo,Atletico,Quase-Compativel
Femino,Acima-da-Media,Sagitario,Asiatico,Castanho-Medio,Castanho-Claro,Ectomorfo,Bombado,Incompativel
Femino,Baixa,Virgem,Asiatico,Castanho-Escuro,Branco,Mesomorfo,Gordo,Quase-Incompativel
Femino,Abaixo-da-Media,Cancer,Mulato,Castanho-Escuro,Branco,Mesomorfo,Obeso,Incompativel
Femino,Abaixo-da-Media,Escorpiao,Pardo,Verde-claro,Branco,Endomorfo,Magro,Quase-Incompativel
Femino,Baixa,Capricornio,Afrodescendente,Verde-Escuro,Branco,Endomorfo,Bombado,Quase-Incompativel
Masculino,Alta,Capricornio,Asiatico,Castanho-Medio,Ruivo-Medio,Mesomorfo,Raquitico,Compativel
Masculino,Baixa,Gemeos,Pardo,Castanho-Claro,Castanho-Escuro,Mesomorfo,Atletico,Incompativel
Femino,Baixa,Escorpiao,Afrodescendente,Verde-Escuro,Castanho-Escuro,Endomorfo,Bombado,Quase-Incompativel
Femino,Media,Peixes,Asiatico,Castanho-Escuro,Castanho-Escuro,Mesomorfo,Atletico,Quase-Compativel
Femino,Abaixo-da-Media,Leao,Asiatico,Castanho-Escuro,Castanho-Escuro,Ectomorfo,Obeso,Incompativel
Femino,Abaixo-da-Media,Capricornio,Pardo,Verde-Escuro,Castanho-Claro,Mesomorfo,Bombado,Incompativel
Masculino,Media,Escorpiao,Pardo,Castanho-Escuro,Castanho-Claro,Ectomorfo,Magro,Compativel
Femino,Media,Leao,Afrodescendente,Castanho-Medio,Preto,Ectomorfo,Bombado,Quase-Incompativel
Femino,Alta,Peixes,Mulato,Castanho-Escuro,Ruivo-Medio,Ectomorfo,Raquitico,Incompativel
Masculino,Acima-da-Media,Peixes,Asiatico,Castanho-Escuro,Castanho-Medio,Endomorfo,Atletico,Quase-Compativel
Masculino,Baixa,Peixes,Caucasiano,Azul-Escuro,Castanho-Medio,Mesomorfo,Obeso,Quase-Incompativel
Masculino,Abaixo-da-Media,Leao,Afrodescendente,Verde-claro,Branco,Mesomorfo,Gordo,Quase-Incompativel
Femino,Baixa,Sagitario,Pardo,Preto,Castanho-Medio,Mesomorfo,Bombado,Incompativel
Femino,Media,Touro,Caucasiano,Verde-Medio,Branco,Mesomorfo,Magro,Incompativel
Masculino,Abaixo-da-Media,Virgem,Pardo,Castanho-Escuro,Castanho-Medio,Endomorfo,Bombado,Quase-Compativel
Femino,Acima-da-Media,Touro,Mulato,Castanho-Escuro,Grisalho,Endomorfo,Bombado,Quase-Incompativel
Femino,Media,Gemeos,Afrodescendente,Castanho-Medio,Grisalho,Mesomorfo,Obeso,Incompativel
Femino,Alta,Peixes,Pardo,Verde-claro,Branco,Ectomorfo,Bombado,Quase-Incompativel
Masculino,Acima-da-Media,Aries,Caucasiano,Azul-Medio,Preto,Endomorfo,Gordo,Compativel
Masculino,Media,Escorpiao,Asiatico,Castanho-Claro,Ruivo-Medio,Ectomorfo,Raquitico,Quase-Compativel
Femino,Alta,Sagitario,Mulato,Verde-Escuro,Preto,Mesomorfo,Obeso,Quase-Incompativel
Masculino,Abaixo-da-Media,Cancer,Caucasiano,Verde-claro,Ruivo-Escuro,Mesomorfo,Raquitico,Quase-Incompativel
Masculino,Media,Virgem,Afrodescendente,Verde-Medio,Castanho-Medio,Mesomorfo,Raquitico,Incompativel
Femino,Abaixo-da-Media,Gemeos,Afrodescendente,Castanho-Escuro,Castanho-Escuro,Ectomorfo,Bombado,Incompativel
Femino,Abaixo-da-Media,Libra,Mulato,Castanho-Medio,Preto,Mesomorfo,Magro,Incompativel
Masculino,Acima-da-Media,Virgem,Afrodescendente,Verde-Medio,Castanho-Medio,Ectomorfo,Bombado,Incompativel
Masculino,Baixa,Aries,Afrodescendente,Castanho-Escuro,Castanho-Claro,Mesomorfo,Raquitico,Quase-Incompativel
Femino,Media,Capricornio,Caucasiano,Azul-Medio,Ruivo-claro,Mesomorfo,Raquitico,Quase-Incompativel
Masculino,Alta,Aquario,Pardo,Verde-Escuro,Branco,Mesomorfo,Obeso,Compativel
Femino,Baixa,Touro,Afrodescendente,Verde-Escuro,Castanho-Claro,Endomorfo,Bombado,Quase-Incompativel
Femino,Media,Aquario,Afrodescendente,Verde-Escuro,Preto,Endomorfo,Gordo,Compativel
Masculino,Acima-da-Media,Gemeos,Asiatico,Castanho-Claro,Castanho-Escuro,Endomorfo,Bombado,Quase-Compativel
Masculino,Abaixo-da-Media,Aries,Afrodescendente,Castanho-Medio,Castanho-Medio,Endomorfo,Atletico,Incompativel
Masculino,Media,Escorpiao,Pardo,Verde-Medio,Preto,Endomorfo,Bombado,Compativel
Femino,Baixa,Libra,Caucasiano,Verde-Medio,Castanho-Medio,Endomorfo,Bombado,Quase-Incompativel
Femino,Baixa,Virgem,Mulato,Verde-claro,Preto,Endomorfo,Magro,Incompativel
Femino,Acima-da-Media,Peixes,Mulato,Castanho-Escuro,Branco,Ectomorfo,Atletico,Quase-Incompativel
Femino,Abaixo-da-Media,Cancer,Mulato,Verde-Medio,Castanho-Medio,Mesomorfo,Bombado,Quase-Incompativel
Masculino,Media,Virgem,Afrodescendente,Castanho-Medio,Preto,Mesomorfo,Gordo,Incompativel
Femino,Alta,Aries,Mulato,Verde-claro,Branco,Ectomorfo,Raquitico,Incompativel
Femino,Media,Peixes,Pardo,Castanho-Medio,Castanho-Medio,Ectomorfo,Raquitico,Incompativel
Masculino,Alta,Virgem,Caucasiano,Castanho-Escuro,Castanho-Medio,Mesomorfo,Magro,Compativel
Masculino,Media,Libra,Caucasiano,Castanho-Medio,Castanho-Escuro,Mesomorfo,Gordo,Compativel
Femino,Acima-da-Media,Aquario,Mulato,Castanho-Medio,Grisalho,Endomorfo,Obeso,Quase-Incompativel
Femino,Baixa,Capricornio,Afrodescendente,Castanho-Medio,Preto,Endomorfo,Obeso,Quase-Incompativel
Masculino,Acima-da-Media,Libra,Mulato,Preto,Castanho-Medio,Endomorfo,Obeso,Quase-Incompativel
Masculino,Media,Capricornio,Afrodescendente,Castanho-Medio,Grisalho,Mesomorfo,Atletico,Quase-Incompativel
Femino,Alta,Sagitario,Afrodescendente,Verde-Escuro,Castanho-Escuro,Endomorfo,Atletico,Incompativel
Masculino,Media,Escorpiao,Pardo,Castanho-Escuro,Castanho-Escuro,Endomorfo,Raquitico,Quase-Compativel
Masculino,Media,Aries,Caucasiano,Azul-Claro,Castanho-Claro,Mesomorfo,Magro,Quase-Compativel
Masculino,Alta,Leao,Mulato,Verde-claro,Preto,Endomorfo,Magro,Quase-Incompativel
Masculino,Baixa,Escorpiao,Mulato,Castanho-Claro,Preto,Ectomorfo,Obeso,Quase-Incompativel
Masculino,Alta,Sagitario,Afrodescendente,Castanho-Escuro,Castanho-Claro,Endomorfo,Bombado,Quase-Compativel
Masculino,Abaixo-da-Media,Leao,Caucasiano,Verde-Escuro,Castanho-Escuro,Mesomorfo,Atletico,Compativel
Femino,Baixa,Escorpiao,Pardo,Verde-claro,Castanho-Medio,Ectomorfo,Magro,Incompativel
Masculino,Acima-da-Media,Leao,Pardo,Castanho-Medio,Grisalho,Ectomorfo,Gordo,Incompativel
Masculino,Acima-da-Media,Aries,Caucasiano,Azul-Claro,Castanho-Claro,Mesomorfo,Atletico,Quase-Compativel
Masculino,Abaixo-da-Media,Leao,Pardo,Verde-Medio,Preto,Endomorfo,Obeso,Quase-Incompativel
Femino,Alta,Peixes,Pardo,Castanho-Escuro,Ruivo-Medio,Mesomorfo,Obeso,Incompativel
Femino,Abaixo-da-Media,Libra,Mulato,Verde-Medio,Castanho-Claro,Ectomorfo,Bombado,Quase-Incompativel
Femino,Alta,Cancer,Caucasiano,Castanho-Claro,Ruivo-Medio,Endomorfo,Atletico,Incompativel
Femino,Abaixo-da-Media,Libra,Mulato,Preto,Castanho-Medio,Ectomorfo,Raquitico,Incompativel
Masculino,Acima-da-Media,Gemeos,Asiatico,Castanho-Claro,Castanho-Claro,Endomorfo,Gordo,Quase-Compativel
Femino,Media,Capricornio,Mulato,Verde-Escuro,Castanho-Medio,Endomorfo,Bombado,Quase-Incompativel
Femino,Media,Aries,Pardo,Preto,Castanho-Escuro,Ectomorfo,Raquitico,Quase-Incompativel
Femino,Media,Aquario,Mulato,Castanho-Claro,Ruivo-Medio,Endomorfo,Bombado,Quase-Incompativel
Femino,Media,Aquario,Asiatico,Castanho-Claro,Preto,Ectomorfo,Raquitico,Incompativel
Femino,Acima-da-Media,Escorpiao,Mulato,Castanho-Medio,Branco,Mesomorfo,Magro,Incompativel
Femino,Media,Cancer,Pardo,Verde-claro,Castanho-Medio,Mesomorfo,Magro,Incompativel
Masculino,Alta,Sagitario,Pardo,Preto,Preto,Endomorfo,Gordo,Quase-Compativel
Femino,Baixa,Gemeos,Caucasiano,Castanho-Escuro,Preto,Mesomorfo,Raquitico,Incompativel
Masculino,Media,Cancer,Mulato,Castanho-Escuro,Branco,Endomorfo,Raquitico,Quase-Incompativel
Femino,Abaixo-da-Media,Touro,Mulato,Preto,Castanho-Claro,Mesomorfo,Magro,Incompativel
Masculino,Abaixo-da-Media,Aries,Pardo,Castanho-Medio,Castanho-Escuro,Mesomorfo,Raquitico,Incompativel
Masculino,Baixa,Escorpiao,Pardo,Castanho-Claro,Branco,Endomorfo,Gordo,Incompativel
Femino,Media,Virgem,Asiatico,Castanho-Claro,Castanho-Medio,Endomorfo,Magro,Incompativel
Masculino,Abaixo-da-Media,Capricornio,Mulato,Verde-Escuro,Castanho-Claro,Ectomorfo,Raquitico,Incompativel
Femino,Baixa,Cancer,Pardo,Castanho-Escuro,Castanho-Escuro,Ectomorfo,Magro,Incompativel
Femino,Acima-da-Media,Aries,Asiatico,Preto,Castanho-Claro,Ectomorfo,Obeso,Incompativel
Masculino,Media,Escorpiao,Asiatico,Castanho-Escuro,Castanho-Escuro,Ectomorfo,Raquitico,Compativel
Masculino,Baixa,Peixes,Caucasiano,Verde-Medio,Castanho-Escuro,Ectomorfo,Gordo,Quase-Incompativel
Femino,Abaixo-da-Media,Peixes,Afrodescendente,Verde-Escuro,Preto,Ectomorfo,Obeso,Quase-Incompativel
Masculino,Abaixo-da-Media,Aries,Asiatico,Preto,Castanho-Escuro,Mesomorfo,Atletico,Incompativel
Masculino,Baixa,Aries,Pardo,Verde-Medio,Branco,Ectomorfo,Gordo,Quase-Incompativel
Femino,Acima-da-Media,Aquario,Asiatico,Preto,Castanho-Escuro,Ectomorfo,Obeso,Incompativel
Femino,Baixa,Aries,Afrodescendente,Verde-claro,Grisalho,Mesomorfo,Bombado,Quase-Incompativel
Masculino,Baixa,Aquario,Pardo,Verde-Escuro,Branco,Endomorfo,Magro,Incompativel
Masculino,Abaixo-da-Media,Aquario,Afrodescendente,Castanho-Escuro,Castanho-Medio,Endomorfo,Raquitico,Compativel
Masculino,Alta,Peixes,Asiatico,Preto,Branco,Mesomorfo,Bombado,Quase-Compativel
Masculino,Acima-da-Media,Aquario,Afrodescendente,Verde-claro,Ruivo-Medio,Ectomorfo,Raquitico,Compativel
Femino,Baixa,Touro,Caucasiano,Castanho-Medio,Ruivo-Escuro,Ectomorfo,Raquitico,Quase-Incompativel
Femino,Baixa,Peixes,Caucasiano,Verde-Escuro,Preto,Mesomorfo,Atletico,Quase-Incompativel
Masculino,Alta,Cancer,Pardo,Castanho-Claro,Branco,Endomorfo,Bombado,Compativel
Femino,Acima-da-Media,Libra,Pardo,Castanho-Claro,Grisalho,Mesomorfo,Magro,Quase-Incompativel
Masculino,Alta,Peixes,Caucasiano,Castanho-Claro,Loiro-Medio,Ectomorfo,Bombado,Incompativel
Femino,Baixa,Aries,Mulato,Verde-claro,Castanho-Claro,Ectomorfo,Gordo,Incompativel
Femino,Media,Libra,Pardo,Verde-Escuro,Castanho-Claro,Endomorfo,Raquitico,Incompativel
Masculino,Abaixo-da-Media,Leao,Mulato,Verde-Medio,Grisalho,Endomorfo,Raquitico,Quase-Incompativel
Masculino,Alta,Peixes,Mulato,Castanho-Claro,Castanho-Escuro,Mesomorfo,Atletico,Compativel
Masculino,Acima-da-Media,Cancer,Caucasiano,Verde-claro,Ruivo-Medio,Ectomorfo,Atletico,Incompativel
Femino,Media,Escorpiao,Afrodescendente,Verde-Escuro,Castanho-Medio,Endomorfo,Gordo,Compativel
Femino,Acima-da-Media,Aries,Mulato,Castanho-Escuro,Grisalho,Mesomorfo,Magro,Quase-Compativel
Masculino,Media,Escorpiao,Pardo,Verde-Medio,Castanho-Medio,Ectomorfo,Raquitico,Compativel
Femino,Baixa,Aries,Caucasiano,Verde-Escuro,Ruivo-claro,Mesomorfo,Raquitico,Quase-Incompativel
Femino,Media,Aries,Mulato,Verde-Escuro,Castanho-Medio,Ectomorfo,Gordo,Incompativel
Femino,Alta,Cancer,Caucasiano,Azul-Escuro,Castanho-Escuro,Ectomorfo,Magro,Incompativel
Masculino,Acima-da-Media,Virgem,Afrodescendente,Preto,Preto,Endomorfo,Atletico,Compativel
Femino,Media,Libra,Caucasiano,Azul-Escuro,Loiro-Escuro,Mesomorfo,Bombado,Quase-Incompativel
Femino,Media,Aquario,Pardo,Castanho-Claro,Branco,Endomorfo,Bombado,Incompativel
Masculino,Alta,Gemeos,Asiatico,Castanho-Medio,Castanho-Claro,Mesomorfo,Bombado,Quase-Compativel
Femino,Media,Touro,Afrodescendente,Verde-claro,Castanho-Medio,Mesomorfo,Obeso,Quase-Incompativel
Masculino,Acima-da-Media,Aries,Asiatico,Castanho-Escuro,Preto,Endomorfo,Gordo,Compativel
Masculino,Acima-da-Media,Sagitario,Caucasiano,Verde-claro,Loiro-Escuro,Ectomorfo,Raquitico,Incompativel
Masculino,Acima-da-Media,Touro,Mulato,Castanho-Medio,Branco,Ectomorfo,Bombado,Compativel
Femino,Alta,Leao,Asiatico,Preto,Preto,Mesomorfo,Magro,Incompativel
Masculino,Abaixo-da-Media,Virgem,Asiatico,Castanho-Claro,Castanho-Claro,Mesomorfo,Raquitico,Quase-Incompativel
Femino,Acima-da-Media,Aries,Pardo,Castanho-Escuro,Ruivo-Medio,Endomorfo,Magro,Quase-Compativel
Masculino,Media,Capricornio,Pardo,Preto,Castanho-Claro,Mesomorfo,Atletico,Quase-Compativel
Masculino,Alta,Escorpiao,Pardo,Preto,Castanho-Medio,Endomorfo,Raquitico,Incompativel
Masculino,Alta,Virgem,Mulato,Verde-claro,Grisalho,Mesomorfo,Gordo,Quase-Compativel
Femino,Alta,Libra,Caucasiano,Castanho-Escuro,Loiro-Medio,Endomorfo,Gordo,Incompativel
Femino,Media,Sagitario,Asiatico,Castanho-Medio,Castanho-Medio,Mesomorfo,Gordo,Incompativel
Femino,Acima-da-Media,Gemeos,Mulato,Castanho-Claro,Preto,Mesomorfo,Bombado,Quase-Incompativel
Masculino,Alta,Peixes,Asiatico,Preto,Preto,Ectomorfo,Obeso,Incompativel
Masculino,Alta,Sagitario,Caucasiano,Azul-Medio,Ruivo-claro,Endomorfo,Raquitico,Quase-Incompativel
Masculino,Acima-da-Media,Aquario,Asiatico,Preto,Castanho-Escuro,Ectomorfo,Gordo,Incompativel
Masculino,Alta,Sagitario,Mulato,Verde-claro,Preto,Endomorfo,Raquitico,Quase-Compativel
Femino,Baixa,Virgem,Asiatico,Castanho-Escuro,Castanho-Escuro,Endomorfo,Atletico,Quase-Incompativel
Femino,Abaixo-da-Media,Libra,Caucasiano,Azul-Escuro,Ruivo-Escuro,Mesomorfo,Obeso,Quase-Incompativel
Femino,Baixa,Gemeos,Asiatico,Castanho-Claro,Ruivo-Medio,Endomorfo,Gordo,Incompativel
Femino,Baixa,Touro,Caucasiano,Verde-claro,Castanho-Escuro,Mesomorfo,Obeso,Incompativel
Femino,Alta,Peixes,Afrodescendente,Verde-Escuro,Branco,Ectomorfo,Obeso,Quase-Incompativel
Femino,Abaixo-da-Media,Peixes,Afrodescendente,Castanho-Escuro,Castanho-Claro,Endomorfo,Atletico,Quase-Incompativel
Masculino,Acima-da-Media,Leao,Afrodescendente,Verde-Medio,Preto,Mesomorfo,Magro,Incompativel
Masculino,Baixa,Cancer,Asiatico,Castanho-Medio,Preto,Mesomorfo,Atletico,Incompativel
Masculino,Abaixo-da-Media,Aries,Mulato,Castanho-Medio,Branco,Endomorfo,Raquitico,Quase-Incompativel
Femino,Acima-da-Media,Cancer,Mulato,Verde-Medio,Castanho-Medio,Ectomorfo,Bombado,Quase-Incompativel
Femino,Baixa,Cancer,Caucasiano,Castanho-Medio,Ruivo-Escuro,Endomorfo,Raquitico,Quase-Incompativel
Femino,Baixa,Capricornio,Mulato,Castanho-Medio,Castanho-Medio,Ectomorfo,Raquitico,Quase-Incompativel
Masculino,Abaixo-da-Media,Libra,Afrodescendente,Verde-Medio,Preto,Ectomorfo,Gordo,Compativel
Masculino,Alta,Virgem,Caucasiano,Preto,Loiro-Claro,Mesomorfo,Magro,Compativel
Femino,Media,Libra,Asiatico,Castanho-Medio,Ruivo-Medio,Ectomorfo,Obeso,Quase-Incompativel
Masculino,Baixa,Libra,Afrodescendente,Preto,Ruivo-Medio,Ectomorfo,Magro,Incompativel
Masculino,Media,Aries,Asiatico,Castanho-Escuro,Ruivo-Medio,Mesomorfo,Magro,Quase-Compativel
Femino,Abaixo-da-Media,Aries,Mulato,Verde-claro,Castanho-Escuro,Endomorfo,Bombado,Quase-Incompativel
Masculino,Abaixo-da-Media,Aries,Pardo,Castanho-Medio,Ruivo-Medio,Endomorfo,Gordo,Incompativel
Femino,Alta,Escorpiao,Pardo,Castanho-Medio,Castanho-Escuro,Mesomorfo,Obeso,Incompativel
Femino,Alta,Aquario,Afrodescendente,Castanho-Escuro,Castanho-Escuro,Ectomorfo,Bombado,Incompativel
Femino,Baixa,Escorpiao,Caucasiano,Verde-claro,Loiro-Claro,Ectomorfo,Atletico,Quase-Incompativel
Femino,Alta,Leao,Afrodescendente,Verde-claro,Branco,Ectomorfo,Atletico,Quase-Incompativel
Femino,Abaixo-da-Media,Gemeos,Caucasiano,Azul-Claro,Castanho-Escuro,Ectomorfo,Atletico,Quase-Incompativel
Masculino,Acima-da-Media,Libra,Caucasiano,Castanho-Escuro,Ruivo-Medio,Ectomorfo,Atletico,Quase-Compativel
Femino,Baixa,Aquario,Mulato,Castanho-Medio,Branco,Mesomorfo,Raquitico,Incompativel
Femino,Alta,Aquario,Mulato,Castanho-Escuro,Ruivo-Medio,Mesomorfo,Obeso,Incompativel
Femino,Media,Peixes,Asiatico,Castanho-Medio,Castanho-Escuro,Mesomorfo,Raquitico,Incompativel
Masculino,Baixa,Gemeos,Mulato,Verde-Medio,Preto,Ectomorfo,Magro,Quase-Incompativel
Femino,Acima-da-Media,Leao,Asiatico,Castanho-Medio,Castanho-Claro,Endomorfo,Bombado,Quase-Incompativel
Masculino,Alta,Capricornio,Caucasiano,Castanho-Escuro,Castanho-Medio,Mesomorfo,Bombado,Quase-Compativel
Femino,Media,Virgem,Asiatico,Preto,Castanho-Claro,Mesomorfo,Atletico,Incompativel
Masculino,Alta,Touro,Mulato,Verde-Escuro,Preto,Endomorfo,Atletico,Incompativel
Femino,Abaixo-da-Media,Capricornio,Mulato,Castanho-Claro,Castanho-Medio,Endomorfo,Magro,Incompativel
Masculino,Baixa,Sagitario,Afrodescendente,Verde-Escuro,Grisalho,Mesomorfo,Obeso,Quase-Incompativel
Masculino,Media,Peixes,Afrodescendente,Castanho-Medio,Castanho-Claro,Ectomorfo,Atletico,Compativel
Femino,Abaixo-da-Media,Peixes,Asiatico,Castanho-Medio,Castanho-Medio,Ectomorfo,Raquitico,Quase-Incompativel
Masculino,Alta,Gemeos,Mulato,Verde-Escuro,Branco,Ectomorfo,Gordo,Incompativel
Masculino,Alta,Virgem,Pardo,Castanho-Claro,Grisalho,Endomorfo,Raquitico,Compativel
Masculino,Baixa,Sagitario,Afrodescendente,Preto,Branco,Mesomorfo,Raquitico,Quase-Incompativel
Femino,Media,Touro,Asiatico,Castanho-Claro,Ruivo-Medio,Endomorfo,Atletico,Incompativel
Femino,Abaixo-da-Media,Aries,Mulato,Verde-Medio,Castanho-Claro,Ectomorfo,Magro,Quase-Incompativel
Femino,Alta,Peixes,Pardo,Castanho-Escuro,Branco,Mesomorfo,Gordo,Incompativel
Femino,Abaixo-da-Media,Touro,Pardo,Verde-claro,Castanho-Escuro,Ectomorfo,Magro,Incompativel
Masculino,Alta,Capricornio,Afrodescendente,Castanho-Escuro,Grisalho,Mesomorfo,Magro,Quase-Incompativel
Femino,Media,Cancer,Pardo,Castanho-Medio,Castanho-Medio,Endomorfo,Gordo,Quase-Incompativel
Femino,Media,Aries,Afrodescendente,Castanho-Escuro,Castanho-Claro,Ectomorfo,Gordo,Quase-Incompativel
Masculino,Baixa,Sagitario,Caucasiano,Azul-Claro,Grisalho,Endomorfo,Raquitico,Quase-Incompativel
Femino,Alta,Libra,Caucasiano,Azul-Medio,Castanho-Claro,Endomorfo,Gordo,Quase-Incompativel
Masculino,Abaixo-da-Media,Libra,Asiatico,Preto,Preto,Ectomorfo,Atletico,Incompativel
Femino,Media,Libra,Afrodescendente,Preto,Castanho-Medio,Ectomorfo,Magro,Incompativel
Masculino,Abaixo-da-Media,Cancer,Pardo,Castanho-Claro,Ruivo-Medio,Ectomorfo,Obeso,Quase-Incompativel
Femino,Baixa,Capricornio,Afrodescendente,Verde-claro,Branco,Ectomorfo,Gordo,Quase-Incompativel
Masculino,Abaixo-da-Media,Touro,Asiatico,Castanho-Medio,Grisalho,Mesomorfo,Magro,Incompativel
Masculino,Acima-da-Media,Escorpiao,Mulato,Verde-Medio,Branco,Ectomorfo,Raquitico,Compativel
Femino,Alta,Capricornio,Asiatico,Castanho-Escuro,Preto,Ectomorfo,Obeso,Incompativel
Masculino,Alta,Virgem,Caucasiano,Verde-claro,Ruivo-claro,Ectomorfo,Raquitico,Incompativel
Femino,Media,Libra,Afrodescendente,Preto,Preto,Endomorfo,Atletico,Incompativel
Femino,Media,Gemeos,Caucasiano,Azul-Escuro,Loiro-Medio,Ectomorfo,Obeso,Quase-Incompativel
Femino,Media,Libra,Caucasiano,Azul-Medio,Ruivo-Escuro,Mesomorfo,Magro,Quase-Incompativel
Masculino,Abaixo-da-Media,Aries,Caucasiano,Azul-Medio,Branco,Endomorfo,Atletico,Quase-Incompativel
Femino,Media,Libra,Caucasiano,Azul-Escuro,Preto,Endomorfo,Obeso,Incompativel
Femino,Baixa,Sagitario,Pardo,Verde-Medio,Castanho-Medio,Mesomorfo,Obeso,Incompativel
Femino,Baixa,Sagitario,Asiatico,Castanho-Claro,Ruivo-Medio,Mesomorfo,Obeso,Quase-Incompativel
Femino,Media,Touro,Asiatico,Preto,Castanho-Escuro,Mesomorfo,Gordo,Incompativel
Masculino,Baixa,Aquario,Pardo,Preto,Castanho-Escuro,Ectomorfo,Atletico,Quase-Incompativel
Femino,Alta,Leao,Pardo,Castanho-Claro,Preto,Endomorfo,Bombado,Compativel
Masculino,Baixa,Libra,Asiatico,Castanho-Claro,Ruivo-Medio,Endomorfo,Obeso,Incompativel
Femino,Baixa,Aries,Afrodescendente,Verde-Escuro,Grisalho,Ectomorfo,Gordo,Quase-Incompativel
Masculino,Baixa,Cancer,Asiatico,Castanho-Medio,Branco,Endomorfo,Gordo,Incompativel
Masculino,Acima-da-Media,Cancer,Pardo,Verde-claro,Grisalho,Mesomorfo,Magro,Quase-Incompativel
Femino,Acima-da-Media,Virgem,Mulato,Verde-Escuro,Castanho-Medio,Mesomorfo,Obeso,Incompativel
Masculino,Baixa,Cancer,Mulato,Verde-Escuro,Ruivo-Medio,Ectomorfo,Magro,Quase-Incompativel
Masculino,Alta,Libra,Asiatico,Castanho-Claro,Castanho-Claro,Ectomorfo,Bombado,Incompativel
Masculino,Acima-da-Media,Cancer,Asiatico,Preto,Preto,Ectomorfo,Obeso,Incompativel
Femino,Baixa,Peixes,Pardo,Preto,Grisalho,Mesomorfo,Obeso,Incompativel
Masculino,Alta,Cancer,Mulato,Verde-claro,Castanho-Medio,Mesomorfo,Bombado,Quase-Compativel
Femino,Baixa,Aries,Afrodescendente,Verde-Escuro,Grisalho,Mesomorfo,Atletico,Incompativel
