%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%		
%	Nome: Jhordan Abdalla Arrojo Martinez
%	Nome: Stevan Mosquetti Ribeiro
%							
%											24 Horas de Le Mans
%											(24 Heures du Mans)
%
%
%	Base de dados com registros de veículos da competição. Em Le Mans todos os veículos correm ao mesmo tempo mas só competem por colocações dentro de suas respectivas classes, estas são:
%
%	°LMP1: Le Mans Prototype 1; 
%	°LMP2: Le Mans Prototype 2; 
%	°LM_GTE_Pro: Le Mans Grand Touring Endurance Professional; 
%	°LM_GTE_Am: Le Mans Grand Touring Endurance Amateur.
%
%
% ATRIBUTO: velocidade (contínuo, REAL). Define a velocidade máxima (mph) do veículo (maior = melhor).
% ATRIBUTO: peso (contínuo, REAL). Define o peso do veículo (influência na dirigibilidade e aceleração, maior = pior).
% ATRIBUTO: potencia (contínuo, REAL). Define a força do motor em cavalos de potência (influencia na velocidade e aceleração, maior = melhor).
% ATRIBUTO:	idade (contínuo, REAL). Define por quantos anos o modelo do veículo está em produção (competidores da categoria LM_GTE_Am não podem correr com veículos de modelo mais novo que 1 ano). 
% ATRIBUTO: categoria (classe) LMP1, LMP2, LM_GTE_Pro, LM_GTE_Am. Define a categoria em que o veículo estará competindo.
%
% EXEMPLO: Aston Martin Vantage GT2
%			velocidade: 200
%			peso: 1245 
%			potencia: 500
%			idade: 0
%			categoria: LM_GTE_Pro
%
%
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

@RELATION lemans

@ATTRIBUTE velocidade			REAL					
@ATTRIBUTE peso					REAL				
@ATTRIBUTE potencia				REAL	
@ATTRIBUTE idade				REAL	
@ATTRIBUTE categoria			{LMP1,LMP2,LM_GTE_Pro,LM_GTE_Am}					

@DATA
190,1272,464,1,LM_GTE_Pro
199,1250,519,1,LM_GTE_Pro
209,998,545,0,LMP2
212,927,534,0,LMP2
196,1280,483,0,LM_GTE_Pro
191,1270,517,0,LM_GTE_Pro
191,1245,524,1,LM_GTE_Pro
218,882,1175,0,LMP1
205,918,490,0,LMP2
194,1241,481,0,LM_GTE_Pro
192,1201,453,0,LM_GTE_Pro
194,1251,454,1,LM_GTE_Pro
191,1274,478,0,LM_GTE_Pro
196,1275,458,0,LM_GTE_Pro
200,984,540,0,LMP2
206,994,505,0,LMP2
192,1227,455,1,LM_GTE_Pro
219,930,1201,0,LMP1
196,1271,451,0,LM_GTE_Pro
195,1245,537,0,LM_GTE_Pro
213,914,510,0,LMP2
192,1261,489,0,LM_GTE_Pro
200,912,509,0,LMP2
193,1208,501,1,LM_GTE_Pro
194,1245,461,1,LM_GTE_Pro
210,924,503,0,LMP2
203,943,542,0,LMP2
203,905,518,0,LMP2
204,917,523,0,LMP2
196,1207,495,0,LM_GTE_Pro
215,870,1128,0,LMP1
191,1255,551,1,LM_GTE_Pro
203,911,542,0,LMP2
194,1223,488,0,LM_GTE_Pro
207,964,491,0,LMP2
200,907,507,0,LMP2
196,1228,516,0,LM_GTE_Pro
202,996,485,0,LMP2
219,939,1038,0,LMP1
213,945,499,0,LMP2
215,944,1072,0,LMP1
219,881,1203,0,LMP1
212,944,518,0,LMP2
206,979,480,0,LMP2
195,1216,453,1,LM_GTE_Pro
219,870,1244,0,LMP1
198,1280,540,1,LM_GTE_Pro
213,984,541,0,LMP2
214,923,523,0,LMP2
220,929,1057,0,LMP1
216,924,1232,0,LMP1
216,900,1146,0,LMP1
218,875,1034,0,LMP1
196,1234,534,1,LM_GTE_Pro
202,980,503,0,LMP2
216,938,1163,0,LMP1
215,877,1210,0,LMP1
219,860,1237,0,LMP1
205,914,541,0,LMP2
201,952,507,0,LMP2
220,909,1244,0,LMP1
214,914,501,0,LMP2
213,904,544,0,LMP2
216,864,1248,0,LMP1
195,1266,502,1,LM_GTE_Pro
196,1224,453,0,LM_GTE_Pro
209,1000,513,0,LMP2
204,900,480,0,LMP2
192,1209,540,0,LM_GTE_Pro
218,914,1037,0,LMP1
198,1240,452,0,LM_GTE_Pro
209,931,553,0,LMP2
206,929,533,0,LMP2
195,1243,511,1,LM_GTE_Pro
201,928,551,0,LMP2
204,976,517,0,LMP2
207,996,560,0,LMP2
198,1273,556,0,LM_GTE_Pro
220,897,1222,0,LMP1
205,910,494,0,LMP2
218,927,1231,0,LMP1
214,977,527,0,LMP2
197,1231,537,0,LM_GTE_Pro
214,977,538,0,LMP2
195,1213,463,1,LM_GTE_Pro
213,918,489,0,LMP2
216,890,1072,0,LMP1
213,948,534,0,LMP2
192,1201,472,0,LM_GTE_Pro
205,999,569,0,LMP2
203,967,557,0,LMP2
205,946,489,0,LMP2
212,922,564,0,LMP2
206,919,564,0,LMP2
220,868,1211,0,LMP1
202,922,482,0,LMP2
193,1236,509,0,LM_GTE_Pro
206,998,566,0,LMP2
202,942,489,0,LMP2
194,1250,509,0,LM_GTE_Pro
204,943,513,0,LMP2
201,986,548,0,LMP2
216,911,1099,0,LMP1
210,964,542,0,LMP2
211,958,493,0,LMP2
191,1219,501,0,LM_GTE_Pro
192,1270,483,0,LM_GTE_Pro
216,859,1103,0,LMP1
190,1216,452,1,LM_GTE_Pro
195,1200,488,1,LM_GTE_Pro
204,1000,548,0,LMP2
195,1242,515,0,LM_GTE_Pro
209,942,544,0,LMP2
218,898,995,0,LMP1
198,1221,480,0,LM_GTE_Pro
212,933,488,0,LMP2
192,1230,497,0,LM_GTE_Pro
214,976,483,0,LMP2
200,936,555,0,LMP2
191,1273,522,1,LM_GTE_Pro
191,1260,562,0,LM_GTE_Pro
215,869,1100,0,LMP1
217,852,1125,0,LMP1
212,966,519,0,LMP2
197,1222,523,1,LM_GTE_Pro
193,1254,540,1,LM_GTE_Pro
212,927,511,0,LMP2
215,876,1014,0,LMP1
209,965,522,0,LMP2
214,974,527,0,LMP2
193,1258,482,1,LM_GTE_Pro
206,994,498,0,LMP2
200,908,533,0,LMP2
197,1266,473,1,LM_GTE_Pro
195,1238,552,1,LM_GTE_Am
194,1273,517,0,LM_GTE_Pro
208,926,558,0,LMP2
196,1232,535,1,LM_GTE_Pro
201,959,489,0,LMP2
205,902,538,0,LMP2
204,916,525,0,LMP2
193,1231,537,0,LM_GTE_Pro
210,958,546,0,LMP2
207,923,530,0,LMP2
196,1261,453,1,LM_GTE_Pro
194,1206,532,1,LM_GTE_Pro
199,1250,526,1,LM_GTE_Pro
202,992,549,0,LMP2
206,940,517,0,LMP2
215,883,981,0,LMP1
207,984,491,0,LMP2
198,1201,562,0,LM_GTE_Pro
209,912,509,0,LMP2
201,968,497,0,LMP2
194,1263,549,0,LM_GTE_Pro
201,903,530,0,LMP2
220,936,1215,0,LMP1
196,1243,474,0,LM_GTE_Pro
198,1235,504,0,LM_GTE_Pro
211,918,548,0,LMP2
195,1215,510,0,LM_GTE_Pro
203,919,509,0,LMP2
195,1205,497,1,LM_GTE_Pro
209,952,485,0,LMP2
203,956,523,0,LMP2
193,1234,562,1,LM_GTE_Pro
207,988,516,0,LMP2
211,991,521,0,LMP2
193,1253,524,0,LM_GTE_Pro
219,860,1146,0,LMP1
219,884,1213,0,LMP1
220,935,1109,0,LMP1
216,880,1160,0,LMP1
196,1238,533,1,LM_GTE_Pro
205,952,540,0,LMP2
216,939,1246,0,LMP1
201,924,535,0,LMP2
205,987,518,0,LMP2
197,1223,483,0,LM_GTE_Pro
212,958,545,0,LMP2
199,1243,544,0,LM_GTE_Pro
190,1266,559,1,LM_GTE_Pro
214,992,498,0,LMP2
213,905,531,0,LMP2
210,953,546,0,LMP2
218,888,1187,0,LMP1
208,992,506,0,LMP2
216,937,1084,0,LMP1
217,873,996,0,LMP1
204,984,507,0,LMP2
199,1233,452,1,LM_GTE_Pro
220,938,1073,0,LMP1
215,941,1077,0,LMP1
216,928,1149,0,LMP1
218,885,1013,0,LMP1
208,972,521,0,LMP2
204,954,561,0,LMP2
195,1269,543,0,LM_GTE_Pro
202,973,510,0,LMP2
199,1259,527,1,LM_GTE_Pro
201,925,536,0,LMP2
199,1269,476,0,LM_GTE_Pro
217,864,1247,0,LMP1
191,1229,474,1,LM_GTE_Pro
190,1205,520,0,LM_GTE_Pro
203,922,515,0,LMP2
191,1235,491,1,LM_GTE_Pro
193,1267,451,1,LM_GTE_Pro
210,949,570,0,LMP2
210,920,537,0,LMP2
200,981,507,0,LMP2
218,860,1127,0,LMP1
214,961,504,0,LMP2
216,926,1204,0,LMP1
218,916,1089,0,LMP1
211,982,537,0,LMP2
202,992,558,0,LMP2
197,1216,457,1,LM_GTE_Pro
202,998,511,0,LMP2
198,1245,457,0,LM_GTE_Pro
220,904,1146,0,LMP1
197,1211,509,0,LM_GTE_Pro
198,1239,503,0,LM_GTE_Pro
217,877,1062,0,LMP1
203,959,567,0,LMP2
200,977,523,0,LMP2
216,865,982,0,LMP1
191,1200,498,1,LM_GTE_Pro
200,954,543,0,LMP2
200,962,543,0,LMP2
195,1217,514,1,LM_GTE_Pro
190,1269,542,0,LM_GTE_Pro
199,1239,556,1,LM_GTE_Pro
214,907,507,0,LMP2
193,1230,553,1,LM_GTE_Pro
214,989,521,0,LMP2
207,924,536,0,LMP2
204,935,565,0,LMP2
206,926,551,0,LMP2
191,1221,485,1,LM_GTE_Pro
207,970,497,0,LMP2
193,1231,505,0,LM_GTE_Pro
209,922,534,0,LMP2
204,973,483,0,LMP2
194,1252,536,0,LM_GTE_Pro
216,908,1062,0,LMP1
196,1226,491,0,LM_GTE_Pro
203,950,569,0,LMP2
200,998,565,0,LMP2
194,1206,540,1,LM_GTE_Pro
220,888,1071,0,LMP1
208,970,559,0,LMP2
219,909,1023,0,LMP1
209,971,491,0,LMP2
213,955,551,0,LMP2
206,996,493,0,LMP2
220,931,1223,0,LMP1
203,1000,554,0,LMP2
200,916,530,0,LMP2
218,933,1174,0,LMP1
190,1273,561,0,LM_GTE_Pro
211,949,541,0,LMP2
206,932,495,0,LMP2
213,952,480,0,LMP2
198,1200,557,0,LM_GTE_Pro
195,1261,520,0,LM_GTE_Pro
197,1264,517,0,LM_GTE_Pro
208,996,520,0,LMP2
217,879,1130,0,LMP1
211,926,570,0,LMP2
194,1276,513,1,LM_GTE_Pro
203,1000,487,0,LMP2
208,918,503,0,LMP2
213,997,542,0,LMP2
196,1262,514,1,LM_GTE_Pro
191,1278,552,1,LM_GTE_Pro
211,998,551,0,LMP2
205,943,524,0,LMP2
220,883,1122,0,LMP1
207,978,505,0,LMP2
193,1259,502,0,LM_GTE_Pro
202,997,539,0,LMP2
209,909,521,0,LMP2
206,946,526,0,LMP2
194,1269,483,0,LM_GTE_Pro
209,934,511,0,LMP2
206,964,557,0,LMP2
192,1235,493,1,LM_GTE_Pro
214,908,497,0,LMP2
209,929,531,0,LMP2
204,920,499,0,LMP2
197,1221,502,1,LM_GTE_Pro
218,936,1179,0,LMP1
216,877,1122,0,LMP1
204,937,535,0,LMP2
195,1233,519,0,LM_GTE_Pro
202,944,504,0,LMP2
213,949,504,0,LMP2
192,1220,549,0,LM_GTE_Pro
209,943,503,0,LMP2
211,951,518,0,LMP2
217,949,1035,0,LMP1
213,947,522,0,LMP2
191,1215,529,0,LM_GTE_Pro
200,964,565,0,LMP2
217,918,1077,0,LMP1
197,1231,493,0,LM_GTE_Pro
200,943,545,0,LMP2
190,1212,556,0,LM_GTE_Pro
203,921,556,0,LMP2
201,994,543,0,LMP2
218,860,1225,0,LMP1
205,928,530,0,LMP2
205,952,490,0,LMP2
192,1240,471,1,LM_GTE_Pro
202,971,489,0,LMP2
194,1241,467,0,LM_GTE_Pro
190,1226,522,0,LM_GTE_Pro
218,864,1187,0,LMP1
195,1270,492,0,LM_GTE_Pro
204,966,562,0,LMP2
217,893,984,0,LMP1
197,1224,540,1,LM_GTE_Pro
211,918,568,0,LMP2
215,905,1079,0,LMP1
207,992,528,0,LMP2
209,983,498,0,LMP2
204,946,526,0,LMP2
213,950,514,0,LMP2
213,967,500,0,LMP2
196,1203,477,1,LM_GTE_Am
190,1254,513,1,LM_GTE_Pro
208,950,555,0,LMP2
209,997,550,0,LMP2
207,980,498,0,LMP2
220,945,993,0,LMP1
201,906,551,0,LMP2
205,913,543,0,LMP2
216,920,1003,0,LMP1
198,1250,476,0,LM_GTE_Pro
195,1273,546,0,LM_GTE_Pro
213,926,497,0,LMP2
199,1252,548,1,LM_GTE_Pro
204,969,514,0,LMP2
190,1280,486,1,LM_GTE_Pro
193,1215,496,1,LM_GTE_Pro
198,1272,513,0,LM_GTE_Pro
195,1214,508,1,LM_GTE_Pro
198,1254,530,0,LM_GTE_Pro
191,1249,503,0,LM_GTE_Pro
191,1231,526,0,LM_GTE_Pro
206,978,533,0,LMP2
191,1244,454,1,LM_GTE_Pro
209,918,481,0,LMP2
217,918,1021,0,LMP1
204,987,553,0,LMP2
203,926,508,0,LMP2
212,915,482,0,LMP2
220,935,1100,0,LMP1
190,1237,528,1,LM_GTE_Pro
190,1209,514,0,LM_GTE_Pro
194,1230,509,1,LM_GTE_Pro
215,917,1206,0,LMP1
194,1256,475,0,LM_GTE_Pro
220,897,1106,0,LMP1
191,1240,525,0,LM_GTE_Pro
203,971,534,0,LMP2
212,910,488,0,LMP2
208,926,544,0,LMP2
218,898,1220,0,LMP1
214,964,505,0,LMP2
207,944,511,0,LMP2
200,923,506,0,LMP2
212,966,543,0,LMP2
220,925,1143,0,LMP1
216,895,1211,0,LMP1
200,905,494,0,LMP2
198,1244,494,0,LM_GTE_Pro
214,998,505,0,LMP2
210,996,542,0,LMP2
195,1208,486,0,LM_GTE_Pro
219,893,1180,0,LMP1
197,1250,494,1,LM_GTE_Pro
191,1224,511,0,LM_GTE_Pro
204,992,522,0,LMP2
217,861,1030,0,LMP1
212,979,566,0,LMP2
209,928,501,0,LMP2
194,1242,463,1,LM_GTE_Pro
216,918,1048,0,LMP1
190,1242,485,0,LM_GTE_Pro
211,902,538,0,LMP2
213,950,488,0,LMP2
198,1233,451,1,LM_GTE_Pro
214,913,481,0,LMP2
207,923,527,0,LMP2
191,1256,454,1,LM_GTE_Pro
207,952,554,0,LMP2
199,1203,556,1,LM_GTE_Pro
198,1233,476,1,LM_GTE_Pro
220,863,1163,0,LMP1
202,908,494,0,LMP2
202,994,486,0,LMP2
220,940,1182,0,LMP1
219,867,1237,0,LMP1
192,1238,538,1,LM_GTE_Pro
211,993,535,0,LMP2
205,998,502,0,LMP2
219,891,1181,0,LMP1
193,1247,550,1,LM_GTE_Pro
202,999,484,0,LMP2
219,945,1186,0,LMP1
207,902,512,0,LMP2
214,930,504,0,LMP2
192,1250,553,0,LM_GTE_Pro
217,893,1048,0,LMP1
213,924,550,0,LMP2
191,1212,465,0,LM_GTE_Pro
217,929,1138,0,LMP1
204,927,503,0,LMP2
198,1274,524,1,LM_GTE_Pro
191,1219,470,1,LM_GTE_Pro
200,994,556,0,LMP2
190,1272,531,0,LM_GTE_Pro
192,1272,488,1,LM_GTE_Pro
200,968,530,0,LMP2
207,929,506,0,LMP2
209,953,561,0,LMP2
195,1200,454,0,LM_GTE_Pro
211,976,570,0,LMP2
199,1243,495,1,LM_GTE_Pro
191,1216,558,0,LM_GTE_Pro
194,1263,484,0,LM_GTE_Pro
192,1263,452,0,LM_GTE_Pro
216,880,1089,0,LMP1
213,911,550,0,LMP2
215,863,1014,0,LMP1
214,931,500,0,LMP2
203,903,550,0,LMP2
190,1225,504,1,LM_GTE_Pro
220,947,1193,0,LMP1
203,978,536,0,LMP2
192,1233,535,0,LM_GTE_Pro
208,931,496,0,LMP2
190,1222,500,1,LM_GTE_Pro
215,867,1055,0,LMP1
211,923,546,0,LMP2
200,999,540,0,LMP2
193,1255,559,1,LM_GTE_Pro
190,1220,470,0,LM_GTE_Pro
208,909,561,0,LMP2
194,1214,497,0,LM_GTE_Pro
201,997,516,0,LMP2
190,1237,483,0,LM_GTE_Pro
212,906,514,0,LMP2
194,1240,503,0,LM_GTE_Pro
193,1224,556,0,LM_GTE_Pro
202,961,539,0,LMP2
219,945,1182,0,LMP1
207,957,564,0,LMP2
207,929,493,0,LMP2
203,924,493,0,LMP2
206,904,570,0,LMP2
216,870,1093,0,LMP1
193,1249,543,1,LM_GTE_Pro
200,982,506,0,LMP2
214,991,526,0,LMP2
214,990,504,0,LMP2
193,1228,486,0,LM_GTE_Pro
206,999,549,0,LMP2
218,879,1054,0,LMP1
191,1252,535,0,LM_GTE_Pro
196,1243,546,0,LM_GTE_Pro
193,1213,461,0,LM_GTE_Pro
206,921,552,0,LMP2
218,867,1248,0,LMP1
196,1265,523,1,LM_GTE_Pro
207,974,536,0,LMP2
193,1249,520,0,LM_GTE_Pro
198,1235,549,0,LM_GTE_Pro
218,921,1145,0,LMP1
193,1247,459,0,LM_GTE_Pro
220,910,1002,0,LMP1
219,886,1052,0,LMP1
216,891,1190,0,LMP1
205,968,534,0,LMP2
191,1219,504,0,LM_GTE_Pro
220,862,1095,0,LMP1
199,1275,513,0,LM_GTE_Pro
220,872,1153,0,LMP1
200,982,554,0,LMP2
201,985,528,0,LMP2
211,930,520,0,LMP2
198,1214,515,0,LM_GTE_Pro
208,922,512,0,LMP2
212,927,524,0,LMP2
206,976,487,0,LMP2
205,994,497,0,LMP2
190,1216,542,0,LM_GTE_Pro
218,865,1201,0,LMP1
213,921,552,0,LMP2
203,923,508,0,LMP2
201,906,568,0,LMP2
219,937,1249,0,LMP1
202,905,511,0,LMP2
206,974,507,0,LMP2
212,976,557,0,LMP2
211,963,540,0,LMP2
203,940,503,0,LMP2
203,935,509,0,LMP2
203,957,515,0,LMP2
203,934,486,0,LMP2
205,916,530,0,LMP2
206,923,535,0,LMP2
193,1222,514,1,LM_GTE_Pro
219,918,1134,0,LMP1
215,858,1156,0,LMP1
191,1214,473,0,LM_GTE_Pro
205,969,556,0,LMP2
197,1268,519,0,LM_GTE_Pro
195,1248,550,1,LM_GTE_Pro
200,952,480,0,LMP2
211,990,506,0,LMP2
217,945,1174,0,LMP1
209,925,517,0,LMP2
199,1208,556,0,LM_GTE_Pro
217,916,1049,0,LMP1
201,956,487,0,LMP2
201,955,521,0,LMP2
196,1212,476,0,LM_GTE_Pro
196,1246,478,0,LM_GTE_Pro
206,957,481,0,LMP2
211,912,549,0,LMP2
205,947,517,0,LMP2
204,977,548,0,LMP2
208,952,542,0,LMP2
211,906,483,0,LMP2
214,972,528,0,LMP2
198,1254,553,0,LM_GTE_Pro
193,1263,483,1,LM_GTE_Pro
199,1232,536,0,LM_GTE_Pro
190,1268,511,1,LM_GTE_Pro
216,864,1030,0,LMP1
212,912,540,0,LMP2
217,918,1151,0,LMP1
206,989,483,0,LMP2
205,927,556,0,LMP2
203,990,514,0,LMP2
220,924,1126,0,LMP1
220,888,1014,0,LMP1
216,859,1113,0,LMP1
205,912,546,0,LMP2
207,937,514,0,LMP2
216,894,1229,0,LMP1
193,1253,555,1,LM_GTE_Pro
202,977,495,0,LMP2
202,974,560,0,LMP2
216,947,1237,0,LMP1
217,870,1107,0,LMP1
204,981,552,0,LMP2
220,883,1202,0,LMP1
220,950,1045,0,LMP1
214,970,546,0,LMP2
211,978,512,0,LMP2
199,1200,525,1,LM_GTE_Pro
192,1240,555,1,LM_GTE_Pro
203,933,515,0,LMP2
217,924,1241,0,LMP1
197,1258,536,1,LM_GTE_Pro
216,856,1041,0,LMP1
209,942,482,0,LMP2
197,1218,513,0,LM_GTE_Pro
200,973,549,0,LMP2
213,945,533,0,LMP2
198,1261,552,1,LM_GTE_Pro
213,984,559,0,LMP2
190,1269,464,0,LM_GTE_Pro
202,929,548,0,LMP2
209,962,501,0,LMP2
199,1267,468,0,LM_GTE_Pro
209,924,519,0,LMP2
190,1244,489,0,LM_GTE_Pro
195,1265,527,0,LM_GTE_Pro
199,1221,464,0,LM_GTE_Pro
203,936,528,0,LMP2
191,1222,509,1,LM_GTE_Pro
213,938,486,0,LMP2
199,1237,471,1,LM_GTE_Pro
219,886,988,0,LMP1
213,987,509,0,LMP2
200,967,512,0,LMP2
196,1255,453,1,LM_GTE_Pro
193,1201,521,1,LM_GTE_Pro
191,1244,466,1,LM_GTE_Pro
205,952,496,0,LMP2
197,1258,524,0,LM_GTE_Pro
209,984,537,0,LMP2
205,920,547,0,LMP2
216,946,989,0,LMP1
198,1230,520,1,LM_GTE_Pro
193,1222,512,0,LM_GTE_Pro
192,1228,504,1,LM_GTE_Pro
191,1277,534,1,LM_GTE_Pro
197,1234,457,1,LM_GTE_Pro
207,933,489,0,LMP2
197,1240,505,0,LM_GTE_Pro
219,879,1014,0,LMP1
216,906,1051,0,LMP1
212,962,514,0,LMP2
194,1229,483,1,LM_GTE_Pro
192,1271,463,1,LM_GTE_Pro
218,894,1061,0,LMP1
210,912,492,0,LMP2
214,950,551,0,LMP2
217,908,1049,0,LMP1
216,924,1031,0,LMP1
207,952,530,0,LMP2
210,978,489,0,LMP2
194,1258,474,1,LM_GTE_Pro
215,922,1048,0,LMP1
209,942,513,0,LMP2
204,954,551,0,LMP2
219,860,1175,0,LMP1
202,960,564,0,LMP2
198,1275,512,0,LM_GTE_Pro
206,974,535,0,LMP2
193,1276,464,0,LM_GTE_Pro
215,904,1172,0,LMP1
204,924,527,0,LMP2
218,898,1174,0,LMP1
199,1268,544,0,LM_GTE_Pro
202,928,545,0,LMP2
207,909,515,0,LMP2
198,1202,540,1,LM_GTE_Pro
219,938,1247,0,LMP1
211,978,557,0,LMP2
196,1243,544,0,LM_GTE_Pro
201,944,527,0,LMP2
201,912,558,0,LMP2
195,1272,477,1,LM_GTE_Pro
203,968,533,0,LMP2
202,906,547,0,LMP2
205,996,536,0,LMP2
217,923,1142,0,LMP1
214,973,495,0,LMP2
219,928,1068,0,LMP1
198,1221,482,0,LM_GTE_Pro
208,972,562,0,LMP2
203,909,547,0,LMP2
209,925,523,0,LMP2
191,1278,524,1,LM_GTE_Pro
194,1213,536,0,LM_GTE_Pro
203,924,556,0,LMP2
218,877,1011,0,LMP1
206,984,556,0,LMP2
197,1275,531,0,LM_GTE_Pro
215,920,1128,0,LMP1
194,1235,546,1,LM_GTE_Pro
216,855,1131,0,LMP1
215,946,1137,0,LMP1
194,1218,512,1,LM_GTE_Pro
203,972,567,0,LMP2
196,1265,470,0,LM_GTE_Pro
198,1276,546,0,LM_GTE_Pro
194,1246,472,1,LM_GTE_Pro
214,952,524,0,LMP2
211,908,512,0,LMP2
211,995,560,0,LMP2
194,1227,489,0,LM_GTE_Pro
192,1270,534,1,LM_GTE_Pro
207,997,530,0,LMP2
200,963,518,0,LMP2
200,961,491,0,LMP2
216,881,1137,0,LMP1
208,973,516,0,LMP2
195,1209,561,0,LM_GTE_Pro
200,943,541,0,LMP2
194,1204,551,1,LM_GTE_Pro
216,934,1054,0,LMP1
199,1227,521,0,LM_GTE_Pro
214,971,570,0,LMP2
212,957,528,0,LMP2
194,1253,541,1,LM_GTE_Pro
190,1210,522,0,LM_GTE_Pro
220,914,1172,0,LMP1
193,1262,541,1,LM_GTE_Pro
211,914,564,0,LMP2
214,986,496,0,LMP2
210,977,498,0,LMP2
190,1203,465,1,LM_GTE_Pro
213,936,537,0,LMP2
209,977,536,0,LMP2
212,961,494,0,LMP2
212,953,483,0,LMP2
209,921,547,0,LMP2
212,963,539,0,LMP2
204,907,558,0,LMP2
208,940,496,0,LMP2
205,944,562,0,LMP2
213,921,492,0,LMP2
194,1215,463,1,LM_GTE_Pro
191,1242,473,0,LM_GTE_Pro
206,934,543,0,LMP2
199,1238,461,1,LM_GTE_Pro
197,1230,522,1,LM_GTE_Pro
200,922,518,0,LMP2
207,904,559,0,LMP2
199,1224,518,0,LM_GTE_Pro
197,1207,453,0,LM_GTE_Pro
209,985,565,0,LMP2
211,905,499,0,LMP2
191,1253,541,1,LM_GTE_Pro
190,1266,558,1,LM_GTE_Pro
201,901,523,0,LMP2
199,1207,516,0,LM_GTE_Pro
204,989,527,0,LMP2
204,960,552,0,LMP2
199,1256,460,1,LM_GTE_Pro
217,927,1155,0,LMP1
199,1226,526,0,LM_GTE_Pro
205,987,520,0,LMP2
218,944,1199,0,LMP1
216,938,1090,0,LMP1
213,908,506,0,LMP2
211,905,480,0,LMP2
196,1217,528,0,LM_GTE_Pro
211,988,498,0,LMP2
192,1203,499,1,LM_GTE_Pro
200,923,533,0,LMP2
212,955,561,0,LMP2
190,1210,464,1,LM_GTE_Pro
202,947,490,0,LMP2
198,1250,546,0,LM_GTE_Pro
212,973,539,0,LMP2
214,919,553,0,LMP2
215,945,1009,0,LMP1
207,906,483,0,LMP2
208,979,505,0,LMP2
190,1221,527,1,LM_GTE_Pro
208,980,566,0,LMP2
214,967,551,0,LMP2
193,1280,523,0,LM_GTE_Pro
203,993,528,0,LMP2
217,881,1170,0,LMP1
209,988,502,0,LMP2
192,1203,466,1,LM_GTE_Pro
195,1221,450,0,LM_GTE_Pro
215,924,1069,0,LMP1
203,912,544,0,LMP2
212,903,517,0,LMP2
201,979,484,0,LMP2
216,907,1047,0,LMP1
215,947,1050,0,LMP1
212,937,501,0,LMP2
218,850,1124,0,LMP1
203,963,513,0,LMP2
206,1000,497,0,LMP2
211,920,488,0,LMP2
204,972,499,0,LMP2
205,901,491,0,LMP2
215,917,1210,0,LMP1
193,1270,493,0,LM_GTE_Pro
211,927,515,0,LMP2
191,1237,540,0,LM_GTE_Pro
193,1261,474,1,LM_GTE_Pro
194,1202,499,0,LM_GTE_Pro
211,987,502,0,LMP2
203,990,548,0,LMP2
197,1259,545,1,LM_GTE_Pro
217,859,985,0,LMP1
210,963,529,0,LMP2
220,913,1126,0,LMP1
201,926,520,0,LMP2
191,1240,516,1,LM_GTE_Pro
209,988,502,0,LMP2
211,955,512,0,LMP2
197,1253,484,1,LM_GTE_Pro
200,930,541,0,LMP2
216,917,1130,0,LMP1
210,935,557,0,LMP2
220,914,1075,0,LMP1
211,943,558,0,LMP2
209,942,509,0,LMP2
195,1204,484,0,LM_GTE_Pro
216,862,1013,0,LMP1
195,1225,511,1,LM_GTE_Pro
200,927,494,0,LMP2
212,955,544,0,LMP2
220,914,1184,0,LMP1
199,1257,473,1,LM_GTE_Pro
195,1233,526,1,LM_GTE_Pro
207,914,483,0,LMP2
219,898,1231,0,LMP1
204,941,549,0,LMP2
210,989,492,0,LMP2
219,939,1231,0,LMP1
215,895,997,0,LMP1
200,955,488,0,LMP2
194,1213,464,1,LM_GTE_Pro
206,960,536,0,LMP2
190,1235,488,0,LM_GTE_Pro
198,1216,464,1,LM_GTE_Pro
198,1214,464,1,LM_GTE_Pro
194,1237,538,1,LM_GTE_Pro
214,980,535,0,LMP2
192,1255,563,0,LM_GTE_Pro
215,899,1014,0,LMP1
206,960,483,0,LMP2
213,1000,485,0,LMP2
218,916,1129,0,LMP1
197,1276,552,1,LM_GTE_Pro
202,922,525,0,LMP2
219,950,1231,0,LMP1
205,991,511,0,LMP2
207,957,504,0,LMP2
210,997,517,0,LMP2
195,1275,467,0,LM_GTE_Pro
214,977,533,0,LMP2
219,904,1184,0,LMP1
194,1273,525,1,LM_GTE_Pro
200,932,507,0,LMP2
199,1272,455,0,LM_GTE_Pro
212,908,568,0,LMP2
205,957,559,0,LMP2
204,963,491,0,LMP2
214,944,557,0,LMP2
207,993,554,0,LMP2
211,962,559,0,LMP2
202,919,508,0,LMP2
197,1231,453,1,LM_GTE_Pro
214,908,499,0,LMP2
